text_a	label
主 因 上 腹 部 疼 痛 3 天 于 2 0 1 7 - 0 1 - 2 8	O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O
1 6 : 2 1 入 院 。	O O O O O O O O
， 女 ， 3 岁 ， 承 德 市 双 滦 区 西 地 乡 前 营 村 人 ， 主 因 咳 嗽 、 咳 痰 ， 伴 发 热 7 天 于 2 0 1 6 年 1 2 月 2 8 日 0 7 : 4 0 门 诊 以 肺 炎 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O
2 年 膀 胱 造 瘘 口 出 尿 1 年 于 2 0 1 7 - - 0 2 - - 0 6 收 入 院 。	O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O
， 5 岁 ， 承 德 市 双 滦 区 锦 绣 城 3 区 1 号 楼 3 单 元 6 0 3 室 人 ， 主 因 " 发 热 1 天 " 于 2 0 1 7 年 1 月 0 9 日 1 8 ： 5 8 以 急 性 上 呼 吸 道 感 染 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
伴 左 下 肢 麻 木 、 疼 痛 跛 行 一 个 月 。	O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O
结 石 1 0 余 天 于 2 0 1 6 - - 1 0 - - 1 1 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O
中 年 女 性 ， 3 6 岁 ， 河 北 省 承 德 市 双 滦 区 人 ， 已 婚 ， 主 因 ： 外 伤 致 右 膝 疼 痛 、 肿 胀 、 活 动 受 限 2 小 时 ， 于 2 0 1 7 - 0 2 - 0 4 , 1 1 : 5 3 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
下 腹 痛 7 小 时 于 2 0 1 6 - - 0 9 - - 0 8	B-Symptom I-Symptom I-Symptom O O O O O O O O O O O O O O O O
1 2 : 5 8 收 入 院 。	O O O O O O O O O
晕 5 小 时 收 入 院 。	B-Symptom O O O O O O O
肩 部 、 腰 部 及 左 膝 部 疼 痛 不 适 伴 左 下 肢 疼 痛 5 小 时 于 2 0 1 6 - 0 8 - 3 0	B-BodyPart I-BodyPart O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O
1 5 ： 3 0 入 院	O O O O O O O
切 除 术 后 切 口 感 染 1 天 于 2 0 1 6 年 1 1 月 1 9 日	O O O O O O O O O O O O O O O O O O O O O O
1 2 : 2 9 入 院 。	O O O O O O O O
; n b s p ;	O O O O O O
衡 福 生 ， 男 ， 5 8 岁 已 婚 、 满 族	O O O O O O O O O O O O O O
、 农 民 ， 河 北 省 承 德 市 双 滦 区 西 地 乡 烧 锅 村 人 。	O O O O O O O O O O O O O O O O O O O O O
主 因 ： 腰 部 疼 痛 1 0 天 。	O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O
于 2 0 1 6 - 1 1 - 0 8	O O O O O O O O O O O
， 1 0 : 5 6 入 院 。	O O O O O O O O O
p ; n b s p ; 李 文 学 男 性 、 5 2 岁 、 双 塔 山 镇 小 元 宝 山 人	O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 阵 发 性 咳 嗽 、 咳 痰 半 年 余 ， 加 重 伴 喘 憋 呼 吸 困 难 3 天 。	O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom I-Symptom I-Symptom O O O
于 2 0 1 6 - 3 - 1 9	O O O O O O O O O O
8 ： 3 5 入 院 。	O O O O O O O
; n b s p ; 许 占 龙 ， 男 ， 4 2 岁 已 婚 、 汉 族	O O O O O O O O O O O O O O O O O O O O
、 个 体 经 营 者 ， 双 滦 区 御 祥 园 2 组 团 1 号 楼 2 单 元 6 0 3 室 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 ： 腰 部 及 左 下 肢 疼 痛 1 年 ， 加 重 1 天 。	O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O
于 2 0 1 6 - 1 0 - 3 1 ， 1 0 ： 2 8 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O
髋 部 疼 痛 伴 活 动 受 限 3 小 时 。	B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O
痛 伴 会 阴 部 胀 痛 不 适 1 周 。	B-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O
; n b s p ; 张 沛 武 ， 男 ， 6 8 岁 已 婚 、 汉 族	O O O O O O O O O O O O O O O O O O O O
、 农 民 、 河 北 省 承 德 市 双 滦 区 滦 河 镇 滦 河 村 。	O O O O O O O O O O O O O O O O O O O O
主 因 ： 腰 部 疼 痛 伴 右 下 肢 疼 痛 1 年 ， 加 重 1 个 月 ， 于 2 0 1 6 - 1 0 - 2 4	O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O
， 1 1 ： 4 4 入 院 。	O O O O O O O O O
女 、 5 9 岁 。	O O O O O O
主 因 直 肠 癌 术 后 三 年 ， 腹 痛 两 月 入 院 于 2 0 1 6 - 1 1 - 2 3	O O B-Disease I-Disease I-Disease O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O
1 9 ： 0 0 。	O O O O O O
， 女 ， 4 岁 ， 河 北 省 承 德 市 滦 平 县 付 营 子 乡 三 成 店 村 人 ， 主 因 " 左 侧 面 颊 部 肿 大 伴 轻 咳 4 天 " 门 诊 于 2 0 1 7 - 0 2 - 2 0	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O
1 4 ： 2 8 以 急 性 淋 巴 结 炎 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
; n b s p ; 王 秀 琴 女 5 9 岁 已 婚	O O O O O O O O O O O O O O O
汉 族	O O
河 北 承 德 双 滦 区 人 ， 现 住 麻 纺 厂 ， 主 因 右 下 肢 麻 痛 1 0 余 年 ， 加 重 1 周 于 2 0 1 6 - 0 4 - 2 7	O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O
1 0 ： 0 9 收 入 院 。	O O O O O O O O O
右 腰 部 疼 痛 2 天 于 2 0 1 6 - - 1 1 - - 2 3	B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O
1 5 : 3 0 收 入 院 。	O O O O O O O O O
男 性 ， 5 4 岁 ， 汉 族 ， 工 人 ， 已 婚 ， 家 住 承 德 市 双 滦 区 双 塔 山 丝 绸 厂 家 属 区 1 2 号 楼 4 单 元 4 0 2 室 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 ： 腰 部 疼 痛 1 个 月 ， 加 重 1 周 。	O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O
于 2 0 1 7 - 0 3 - 0 6 ， 0 9 : 2 1 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O
男 性 ， 年 龄 5 4 岁 ， 农 民 ， 已 婚 ， 河 北 承 德 县 人 ， 主 因 左 手 拇 指 末 节 背 侧 挤 压 伤 后 疼 痛 ， 出 血 ， 麻 木 ， 拇 指 功 能 障 碍 5 小 时 于 2 0 1 6 - 1 0 - 1 6 ； 1 7 ： 4 0 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O O O O O O O
; n b s p ;	O O O O O O
石 忠 男 7 2 岁 丧 偶	O O O O O O O O
汉 族	O O
河 北 承 德 双 滦 区 人 ， 现 住 双 滦 区 偏 桥 子 镇 长 北 沟 村 ， 主 因 肩 颈 部 不 适 伴 头 痛 、 头 晕 1 0 余 天 ， 加 重 2 天 于 2 0 1 6 - 0 4 - 2 0	O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O
1 0 ： 3 3 收 入 院 。	O O O O O O O O O
下 肢 疼 痛 不 适 1 年 于 2 0 1 6 - 1 1 - 2 9	B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O
1 0 : 4 8 入 院 。	O O O O O O O O
1 年 ， 发 现 膀 胱 结 石 2 天 收 入 院 。	O O O O O B-BodyPart I-BodyPart O O O O O O O O
右 腕 疼 痛 2 小 时 。	B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O
尿 困 难 2 年 , 加 重 1 0 余 天 收 入 院 。	O O O O O O O O O O O O O O O O
双 膝 部 疼 痛 伴 头 痛 头 晕 约 3 0 余 分 钟 于 2 0 1 6 - 1 1 - 2 ； 1 3 ： 5 0 入 院 。	B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O
疼 痛 3 天 。	B-Symptom I-Symptom O O O
痛 5 天 。	B-Symptom O O O
青 年 男 性 ， 2 1 岁 ， 河 北 省 承 德 县 人 ， 现 住 双 滦 区 双 塔 山 镇 下 店 子 村 ， 主 因 头 部 、 左 侧 肩 部 、 腰 部 外 伤 后 疼 痛 ， 头 部 出 血 1 . 5 小 时 于 2 0 1 7 - 0 3 - 1 5 日 1 7 : 1 5 分 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O O
沟 可 复 性 肿 物 1 年 于 2 0 1 6 - - 0 8 - - 1 1	O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O
0 8 : 4 0 收 入 院	O O O O O O O O
出 血 1 小 时 入 院	B-Symptom I-Symptom O O O O O
， 2 岁 ， 男 ， 河 北 省 承 德 市 双 滦 区 西 地 乡 肖 店 子 村 人 ， 主 因 " 发 热 3 天 ， 伴 轻 咳 1 天 " 门 诊 于 2 0 1 7 - 0 3 - 1 4	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O
1 2 ： 3 6 以 急 性 扁 桃 体 炎 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
多 处 疼 痛 伴 头 晕 2 小 时 收 入 院	O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O
女 ， 1 岁 ， 河 北 省 承 德 市 承 德 县 下 班 城 镇 老 街 新 1 号 楼 人 ， 主 因 " 咳 嗽 、 咳 痰 伴 发 热 1 周 " 于 2 0 1 7 年 1 月 0 8 日 1 3 ： 1 6 以 支 气 管 肺 炎 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O
痛 1 0 小 时 。	B-Symptom O O O O O
老 年 女 性 ， 7 0 岁 。	O O O O O O O O O
籍 贯 河 北 省 承 德 市 双 滦 区 人 ， 现 住 河 北 省 承 德 市 双 滦 区 丝 绸 厂 家 属 区 ， 主 因 外 伤 后 右 髋 部 疼 痛 ， 伴 活 动 受 限 1 小 时 收 入 院	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O
尿 困 难 1 0 余 年 ， 加 重 1 小 时 入 院 。	O O O O O O O O O O O O O O O O
， 男 ， 5 岁 ， 河 北 省 承 德 市 双 滦 区 偏 桥 子 镇 二 道 沟 村 ， 主 因 发 热 3 天 于 2 0 1 6 年 1 1 月 2 0 日 1 7 : 0 8 门 诊 以 急 性 上 呼 吸 道 感 染 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
， 男 ， 7 岁 ， 河 北 省 承 德 市 双 滦 区 双 塔 山 镇 厂 沟 村 人 ， 主 因 " 咳 嗽 、 咳 痰 1 0 天 伴 发 热 8 天 " 门 诊 于 2 0 1 7 - 0 2 - 2 6	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O
0 9 ： 5 3 以 左 肺 肺 炎 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O
; n b s p ; 王 玉 侠 女 5 9 岁 已 婚	O O O O O O O O O O O O O O O
汉 族	O O
河 北 省 承 德 市 双 滦 区 双 塔 山 镇 人 ， 现 住 双 滦 区 下 甸 子 村 ， 主 因 于 头 晕 、 头 痛 ， 肩 颈 部 不 适 1 个 月 ， 加 重 1 周 于 2 0 1 6 - 0 6 - 1 6	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O O O O O
1 1 ： 3 9 收 入 院 。	O O O O O O O O O
， 男 ， 2 岁 ， 河 北 省 承 德 市 滦 平 县 付 营 子 乡 邢 家 沟 门 村 人 ， 主 因 " 发 热 3 天 ， 咳 嗽 1 天 " 门 诊 于 2 0 1 7 - 0 1 - 1 7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O
1 3 ： 3 6 以 支 气 管 肺 炎 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O
， 女 ， 3 岁 ， 河 北 省 承 德 市 双 滦 区 偏 桥 子 镇 老 沟 门 村 人 ， 主 因 " 间 断 腹 痛 4 天 ， 伴 呕 吐 4 次 " 于 2 0 1 7 年 1 月 0 5 日 1 8 : ： 0 0 以 肠 系 膜 淋 巴 结 炎 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
; n b s p ; ：	O O O O O O O
苏 建 华 ， 男 ， 5 0 岁 ， 已 婚	O O O O O O O O O O O O
， 汉 族	O O O
， 承 德 市 双 滦 区 双 塔 山 镇 人 ， 主 因 腰 痛 伴 左 下 肢 麻 痛 1 0 年 余 ， 加 重 1 个 月 于 2 0 1 6 - 1 0 - 1 8 ， 0 9 ： 1 3 收 入 院	O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
女 性 ， 8 0 岁 ， 河 北 省 承 德 市 滦 平 县 人 。	O O O O O O O O O O O O O O O O O O
主 因 反 复 咳 嗽 、 咳 痰 、 咯 血 3 0 余 年 ， 加 重 伴 意 识 不 清 3 小 时 ， 于 2 0 1 7 年 0 2 月 1 4 日 9 : 1 6 入 院 。	O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O B-Symptom I-Symptom I-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O
p ; n b s p ; 孟 凡 芹 ， 女 性 ， 5 2 岁 ， 现 住 双 滦 区 双 塔 山	O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 发 作 性 头 痛 头 晕 伴 心 悸 ， 双 下 肢 无 力 4 天 ， 于 2 0 1 6 - 0 3 - 2 3	O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom I-Symptom I-Symptom I-Symptom O O O O O O O O O O O O O O
1 4 ： 0 9 入 院 。	O O O O O O O O
疼 痛 3 天 于 2 0 1 6 - 2 - 2 8 ； 1 0 ： 0 0 入 院 。	B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O
; n b s p ;	O O O O O O
王 宝 库 ， 男 ， 8 4 岁 丧 偶 、 汉 族	O O O O O O O O O O O O O O
、 河 北 省 承 德 市 双 滦 区 双 塔 山 镇 。	O O O O O O O O O O O O O O O
主 因 ： 颈 肩 部 疼 痛 4 天 ， 于 2 0 1 6 - 1 0 - 1 4	O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O
， 0 8 ： 4 5 入 院 。	O O O O O O O O O
， 男 ， 7 岁 ， 承 德 市 双 滦 区 果 山 小 区 9 号 楼 1 单 元 6 0 3 人 ， 主 因 发 热 4 天 ， 抽 搐 1 次 , 咳 嗽 2 天 门 诊 于 2 0 1 6 年 1 1 月 1 0 日 0 9 : 0 0 以 1 、 急 性 上 呼 吸 道 感 染 2 、 抽 搐 待 查 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O B-Symptom I-Symptom O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O B-Symptom I-Symptom O O O O O O
， 男 ， 3 岁 2 个 月 ， 河 北 省 承 德 市 滦 平 县 付 营 子 乡 三 成 店 村 人 ， 主 因 " 咳 嗽 伴 发 热 4 天 " 门 诊 于 2 0 1 7 - 0 2 - 2 0	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O
1 4 ： 2 7 以 支 气 管 肺 炎 收 入 院 。	O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O
; n b s p ; 梅 孝 敏 ， 男 ， 4 8 岁 已 婚 、 汉 族	O O O O O O O O O O O O O O O O O O O O
、 无 业 ， 双 滦 区 郎 琦 苑 小 区 1 号 楼 2	O O O O O O O O O O O O O O O O
单 元 4 0 4 室 。	O O O O O O O
主 因 ： 颈 肩 部 酸 痛 伴 右 上 肢 麻 木 、 疼 痛 1 年 ， 加 重 3 个 月 。	O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O
于 2 0 1 6 - 1 0 - 2 9	O O O O O O O O O O O
， 1 0 : 0 0 入 院 。	O O O O O O O O O
男 性 ， 3 6 岁 ， 已 婚 ， 汉 族 ， 农 民 ， 河 北 省 承 德 县 三 家 乡 兴 家 村 人 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 间 断 性 腰 痛 3 年 ， 加 重 伴 胃 脘 部 疼 痛 6 月 于 2 0 1 6 - 1 1 - 1 7 、 1 5 : 0 9 门 诊 以 腰 痛 收 入 院 。	O O O O O B-Symptom I-Symptom O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O
部 外 伤 2 小 时 来 院 。	O O O O O O O O O
中 年 男 性 ， 主 因 ： 腰 部 外 伤 1 小 时 于 2 0 1 6 年 0 8 月 0 3 日	O O O O O O O O B-BodyPart I-BodyPart O O O O O O O O O O O O O O O O O
1 1 : 2 2 来 院 。	O O O O O O O O
天 于 2 0 1 6 - - 0 9 - - 1 6	O O O O O O O O O O O O O O
1 0 : 4 1 收 入 院 。	O O O O O O O O O
男 性 ， 4 8 岁 ， 汉 族 ， 农 民 ， 已 婚 ， 家 住 承 德 市 双 滦 区 滦 河 镇 滦 河 沿 村 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
主 因 ： 腰 部 及 双 下 肢 疼 痛 ， 麻 木 1 0 天 。	O O O B-BodyPart I-BodyPart O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O
于 2 0 1 7 - 0 2 - 0 6 ， 0 9 : 2 2 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O
， 6 9 岁 ， 现 住 双 滦 区 白 庙 子 三 街 矿 机 ， 主 因 阵 发 性 意 识 丧 失 伴 流 涎 3 天 于 2 0 1 7 - 0 2 - 1 3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O
0 9 : 0 9 入 院 。	O O O O O O O O
女 ， 3 岁 ， 河 北 省 承 德 市 双 滦 区 双 塔 山 镇 黄 地 沟 村 人 ， 主 因 咳 嗽 半 月 余 ， 发 热 1 天 ， 抽 搐 1 次 。	O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O O O B-Symptom I-Symptom O O O
门 诊 于 2 0 1 6 年 1 2 月 0 1 日 0 6 : 5 9 以 1 、 急 性 喉 - 支 气 管 炎 2 、 抽 搐 待 查 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O B-Symptom I-Symptom O O O O O O
， 中 年 男 性 ， 主 因 ： 发 现 左 侧 腹 股 沟 可 复 性 肿 物 3 天 。	O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O O O
于 2 0 1 6 - 0 5 - 1 2 , 1 2 : 5 2 入 院 。	O O O O O O O O O O O O O O O O O O O O
男 性 ， 7 1 岁 ， 汉 族 ， 河 北 承 德 市 双 滦 区 人 ， 现 住 双 滦 区 双 塔 山 镇 百 旺 小 区 ， 主 因 右 侧 胸 部 刀 刺 伤 伴 疼 痛 出 血 5 小 时 于 2 0 1 6 年 3 月 9 日 1 9 ： 4 6 分 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O
男 ， 4 岁 ， 河 北 省 承 德 市 双 滦 区 御 祥 园 1 号 楼 4 单 元 4 0 8 人 ， 主 因 咳 嗽 、 咳 痰 1 个 月 ， 加 重 伴 发 热 3 天 于 2 1 0 6 年 1 1 月 0 4 日 1 0 : 4 0 门 诊 以 急 性 支 气 管 炎 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O
时 烧 灼 感 5 个 月 入 院	O B-Symptom I-Symptom I-Symptom O O O O O
。	O
; n b s p ; 杨 淑 华 女 6 0 岁 已 婚	O O O O O O O O O O O O O O O
汉 族	O O
河 北 省 承 德 市 滦 平 县 人 ， 现 住 滦 平 县 金 沟 屯 镇 ， 主 因 于 腰 痛 伴 右 下 肢 疼 痛 3 个 月 ， 加 重 3 天 于 2 0 1 6 - 0 2 - 1 8	O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O
， 0 8 ： 3 2 收 入 院 。	O O O O O O O O O O
， 中 年 女 性 ， 5 1 岁 ， 河 北 承 德 围 场 县 ， 现 住 围 场 县 ， 主 因 双 膝 关 节 疼 痛 伴 畸 形 1 0 余 年 于 2 0 1 6 年 3 月 1 4 日 9 ： 2 4 入 院	O O O O O O O O O O O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O
彦 ， 女 性 ， 4 2 岁 ， 河 北 省 承 德 市 双 滦 区 人 ， 现 住 河 北 省 承 德 市 双 滦 区 万 和 城 小 区 ， 主 因 外 伤 后 头 痛 头 晕 2 小 时 于 2 0 1 7 - 0 1 - 1 4 日 2 2 : 3 8 分 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O
中 年 男 性 ， 4 9 岁 ， 主 因 ： 腹 痛 、 腹 胀 2 个 月 ， 停 止 排 便 3 天 ， 停 止 排 气 2 天 。	O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O B-Symptom I-Symptom O O O O O B-Symptom I-Symptom O O O
于 2 0 1 6 - 3 - 3 0 入 院 。	O O O O O O O O O O O O O
， 2 岁 ， 河 北 省 承 德 市 双 滦 区 锦 绣 城 1 区 7 号 楼 8 0 2 人 ， 主 因 " 咳 嗽 ， 咳 痰 伴 发 热 5 天 ， 加 重 2 天 " 于 2 0 1 7 年 1 月 3 日 1 1 ： 5 2 门 诊 以 肺 炎 收 入 院 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O
主 因 腹 痛 、 腹 胀 3 小 时 于 2 0 1 6 - 1 2 - 2 4 ； 1 3 ： 0 0 入 院 。	O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O O O O O O O
